Café;Species;Country_Origin;Fragrance_Aroma;Flavor;Aftertaste;Salt_Acid;Mouthfeel;Balance;Bitter_Sweet;Uniform_Cup;Clean_Cup;Cupper_Points;quality_score
480;Arabica;Guatemala;7.92;7.67;7.42;7.75;7.50;10.00;7.50;10.00;10.00; 7.42;83.17
481;Arabica;Kenya;7.83;7.75;7.67;7.75;8.50; 9.33;7.83; 9.33; 9.33; 7.83;83.17
482;Arabica;Thailand;7.67;7.58;7.58;7.75;7.67;10.00;7.42;10.00;10.00; 7.50;83.17
483;Arabica;Tanzania, United Republic Of;7.58;7.67;7.67;7.58;7.58;10.00;7.42;10.00;10.00; 7.67;83.17
484;Arabica;Colombia;7.58;7.50;7.50;7.67;7.67;10.00;7.50;10.00;10.00; 7.75;83.17
485;Arabica;Uganda;8.00;7.67;7.50;7.42;7.58;10.00;7.33;10.00;10.00; 7.67;83.17
486;Arabica;Colombia;7.58;7.75;7.50;7.58;7.58;10.00;7.58;10.00;10.00; 7.58;83.17
487;Arabica;Honduras;7.50;7.50;7.50;7.67;7.67;10.00;7.67;10.00;10.00; 7.67;83.17
488;Arabica;Honduras;7.67;7.67;7.50;7.67;7.67;10.00;7.50;10.00;10.00; 7.50;83.17
489;Arabica;Guatemala;7.33;7.83;7.17;8.17;7.67;10.00;7.33;10.00;10.00; 7.67;83.17
490;Arabica;United States (Hawaii);7.50;7.50;7.58;7.42;7.67;10.00;7.92;10.00;10.00; 7.58;83.17
491;Arabica;Tanzania, United Republic Of;7.58;7.50;7.58;7.75;7.58;10.00;7.58;10.00;10.00; 7.58;83.17
492;Arabica;Guatemala;7.67;7.83;7.33;7.67;7.67;10.00;7.50;10.00;10.00; 7.50;83.17
493;Arabica;Mexico;7.75;7.58;7.58;7.58;7.42;10.00;7.50;10.00;10.00; 7.75;83.17
494;Arabica;Mexico;7.75;7.67;7.58;7.50;7.58;10.00;7.42;10.00;10.00; 7.67;83.17
495;Arabica;Mexico;7.58;7.75;7.42;7.67;7.58;10.00;7.50;10.00;10.00; 7.67;83.17
496;Arabica;Colombia;7.67;7.50;7.50;7.50;8.17;10.00;7.58;10.00;10.00; 7.25;83.17
497;Arabica;Mexico;7.75;7.50;7.42;7.75;7.58;10.00;7.58;10.00;10.00; 7.58;83.17
498;Arabica;Colombia;7.58;7.67;7.50;7.58;7.67;10.00;7.67;10.00;10.00; 7.50;83.17
499;Arabica;Mexico;7.50;7.75;7.58;7.58;7.50;10.00;7.67;10.00;10.00; 7.58;83.17
500;Arabica;Brazil;7.75;7.67;7.58;7.50;7.58;10.00;7.58;10.00;10.00; 7.50;83.17
501;Arabica;Brazil;7.92;7.58;7.50;7.58;7.50;10.00;7.42;10.00;10.00; 7.67;83.17
502;Arabica;Guatemala;7.75;7.50;7.67;7.50;8.00; 9.33;7.92;10.00;10.00; 7.50;83.17
503;Arabica;Brazil;7.75;7.50;7.58;7.50;7.50;10.00;7.75;10.00;10.00; 7.58;83.17
504;Arabica;Brazil;7.58;7.75;7.67;7.50;7.58;10.00;7.67;10.00;10.00; 7.42;83.17
505;Arabica;El Salvador;7.42;7.83;8.17;8.08;7.58;10.00;7.17;10.00; 9.33; 7.58;83.17
506;Arabica;Ethiopia;7.75;8.00;7.67;8.08;7.92; 9.33;7.83; 9.33; 9.33; 7.92;83.17
507;Arabica;Colombia;7.58;7.67;7.33;7.67;7.58;10.00;7.75;10.00;10.00; 7.50;83.08
508;Arabica;Colombia;7.75;7.50;7.50;7.42;7.75;10.00;8.00;10.00;10.00; 7.17;83.08
509;Arabica;Brazil;7.58;7.58;7.58;7.50;7.58;10.00;7.67;10.00;10.00; 7.58;83.08
510;Arabica;Brazil;7.33;7.67;7.67;7.33;7.42;10.00;7.75;10.00;10.00; 7.92;83.08
511;Arabica;Taiwan;7.83;7.92;7.50;7.83;7.25;10.00;7.67; 9.33;10.00; 7.75;83.08
512;Arabica;Brazil;7.42;7.67;7.58;7.50;7.67;10.00;7.75;10.00;10.00; 7.50;83.08
513;Arabica;Brazil;7.58;7.83;7.67;7.42;7.50;10.00;7.42;10.00;10.00; 7.67;83.08
514;Arabica;Costa Rica;7.83;7.33;7.50;7.67;7.67;10.00;7.58;10.00;10.00; 7.50;83.08
515;Arabica;United States (Hawaii);7.33;7.75;7.58;7.33;7.67;10.00;7.83;10.00;10.00; 7.58;83.08
516;Arabica;Taiwan;7.75;7.75;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.58;83.08
517;Arabica;United States (Hawaii);7.83;7.83;7.33;7.17;7.67;10.00;7.75;10.00;10.00; 7.50;83.08
518;Arabica;Mexico;7.75;7.67;7.42;7.75;7.50;10.00;7.50;10.00;10.00; 7.50;83.08
519;Arabica;United States (Hawaii);7.67;7.58;7.50;7.67;8.00;10.00;7.92; 9.33; 9.33; 8.08;83.08
520;Arabica;United States (Hawaii);7.33;7.58;7.58;7.92;7.58;10.00;7.67;10.00;10.00; 7.42;83.08
521;Arabica;Colombia;7.33;7.33;7.33;7.58;8.08;10.00;7.25;10.00;10.00; 8.17;83.08
522;Arabica;Colombia;7.83;7.75;7.33;7.25;7.92;10.00;7.42;10.00;10.00; 7.58;83.08
523;Arabica;Indonesia;7.67;7.58;7.50;7.58;7.58;10.00;7.67;10.00;10.00; 7.50;83.08
524;Arabica;Guatemala;7.92;7.67;7.67;7.25;7.67;10.00;7.83; 9.33;10.00; 7.75;83.08
525;Arabica;Brazil;7.58;7.50;7.50;7.75;7.50;10.00;7.67;10.00;10.00; 7.50;83.00
526;Arabica;Brazil;7.50;7.58;7.58;7.67;7.50;10.00;7.58;10.00;10.00; 7.58;83.00
527;Arabica;Brazil;7.50;7.67;7.58;7.67;7.42;10.00;7.58;10.00;10.00; 7.58;83.00
528;Arabica;Uganda;7.67;7.58;7.42;7.42;7.50;10.00;7.83;10.00;10.00; 7.58;83.00
529;Arabica;Uganda;7.67;7.67;7.50;7.58;7.50;10.00;7.42;10.00;10.00; 7.67;83.00
530;Arabica;Colombia;7.67;7.67;7.33;7.67;7.58;10.00;7.50;10.00;10.00; 7.58;83.00
531;Arabica;Vietnam;7.75;7.67;7.58;7.58;7.67;10.00;7.42; 9.33;10.00; 8.00;83.00
532;Arabica;Guatemala;7.67;7.75;7.33;7.92;7.50;10.00;7.42;10.00;10.00; 7.42;83.00
533;Arabica;Guatemala;7.75;7.67;7.33;7.75;7.42;10.00;7.50;10.00;10.00; 7.58;83.00
534;Arabica;Guatemala;7.83;7.67;7.25;7.67;7.50;10.00;7.75;10.00;10.00; 7.33;83.00
535;Arabica;Brazil;7.67;7.67;7.67;7.50;7.50;10.00;7.42;10.00;10.00; 7.58;83.00
536;Arabica;Taiwan;7.92;7.92;7.83;7.58;7.25;10.00;7.33;10.00;10.00; 7.17;83.00
537;Arabica;Uganda;7.83;7.58;7.50;7.50;7.50;10.00;7.58;10.00;10.00; 7.50;83.00
538;Arabica;United States (Puerto Rico);7.67;7.50;7.67;7.83;7.83; 9.33;7.75;10.00;10.00; 7.42;83.00
539;Arabica;Guatemala;7.67;7.67;7.42;7.83;7.50;10.00;7.50;10.00;10.00; 7.42;83.00
540;Arabica;Costa Rica;7.67;7.58;7.50;7.58;7.50;10.00;7.50;10.00;10.00; 7.67;83.00
541;Arabica;Brazil;7.75;7.58;7.42;7.67;7.67;10.00;7.42;10.00;10.00; 7.50;83.00
542;Arabica;Colombia;7.75;7.42;7.33;7.50;7.17;10.00;7.58;10.00;10.00; 8.25;83.00
543;Arabica;Colombia;7.83;7.50;7.58;7.33;7.67;10.00;7.50;10.00;10.00; 7.58;83.00
544;Arabica;Colombia;7.33;7.67;7.75;7.42;7.58;10.00;7.75;10.00;10.00; 7.50;83.00
545;Arabica;Colombia;7.58;7.75;7.42;7.67;7.42;10.00;7.58;10.00;10.00; 7.58;83.00
546;Arabica;Colombia;7.50;7.50;7.42;7.58;7.58;10.00;7.75;10.00;10.00; 7.67;83.00
547;Arabica;Mexico;7.67;7.58;7.42;7.50;7.58;10.00;7.67;10.00;10.00; 7.58;83.00
548;Arabica;Mexico;7.67;7.83;7.50;7.58;7.67;10.00;7.58; 9.33;10.00; 7.83;83.00
549;Arabica;Mexico;7.50;7.67;7.50;7.50;7.58;10.00;7.58;10.00;10.00; 7.67;83.00
550;Arabica;Colombia;7.67;7.58;7.50;7.50;7.50;10.00;7.75;10.00;10.00; 7.50;83.00
551;Arabica;Colombia;7.75;7.58;7.50;7.67;7.75;10.00;7.83; 9.33;10.00; 7.58;83.00
552;Arabica;Colombia;7.67;7.58;7.58;7.58;7.42;10.00;7.67;10.00;10.00; 7.50;83.00
553;Arabica;Guatemala;7.50;7.67;7.50;7.67;7.83;10.00;7.50;10.00;10.00; 7.33;83.00
554;Arabica;Colombia;7.67;7.67;7.58;7.50;7.42;10.00;7.67;10.00;10.00; 7.50;83.00
555;Arabica;Thailand;7.33;7.67;7.58;7.50;7.67;10.00;7.75;10.00;10.00; 7.50;83.00
556;Arabica;Colombia;7.33;7.67;7.58;7.33;7.92;10.00;7.58;10.00;10.00; 7.58;83.00
557;Arabica;United States (Hawaii);7.83;7.83;7.67;7.83;7.83; 9.33;7.92; 9.33; 9.33; 8.08;83.00
558;Arabica;United States (Hawaii);7.50;7.58;7.42;7.58;7.67;10.00;7.58;10.00;10.00; 7.67;83.00
559;Arabica;Colombia;7.50;7.58;7.67;7.67;7.58;10.00;7.58;10.00;10.00; 7.42;83.00
560;Arabica;Nicaragua;7.58;7.83;7.75;7.92;8.08; 9.33;7.92; 9.33; 9.33; 7.92;83.00
561;Arabica;Thailand;7.50;7.25;7.42;7.75;7.50;10.00;8.17;10.00;10.00; 7.42;83.00
562;Arabica;Brazil;7.67;7.58;7.50;7.58;7.50;10.00;7.58;10.00;10.00; 7.50;82.92
563;Arabica;El Salvador;7.50;7.50;7.75;7.58;7.83; 9.33;7.92;10.00;10.00; 7.50;82.92
564;Arabica;Colombia;7.58;7.67;7.50;7.33;7.58;10.00;7.67;10.00;10.00; 7.58;82.92
565;Arabica;Taiwan;7.17;7.83;7.25;7.67;7.58;10.00;7.67;10.00;10.00; 7.75;82.92
566;Arabica;Ethiopia;7.58;7.58;7.50;7.50;7.58;10.00;7.58;10.00;10.00; 7.58;82.92
567;Arabica;Taiwan;7.50;7.58;7.67;7.33;7.75;10.00;7.50;10.00;10.00; 7.58;82.92
568;Arabica;Philippines;7.58;7.58;7.67;7.58;7.50;10.00;7.50;10.00;10.00; 7.50;82.92
569;Arabica;Philippines;8.08;7.50;7.67;7.42;7.50;10.00;7.33;10.00;10.00; 7.42;82.92
570;Arabica;Mexico;7.83;7.67;7.25;7.58;7.50;10.00;7.50;10.00;10.00; 7.58;82.92
571;Arabica;Mexico;7.75;7.67;7.42;7.42;7.50;10.00;7.75;10.00;10.00; 7.42;82.92
572;Arabica;Brazil;7.08;7.50;7.50;7.83;7.67;10.00;7.75;10.00;10.00; 7.58;82.92
573;Arabica;Uganda;8.00;7.50;7.50;7.58;7.42;10.00;7.33;10.00;10.00; 7.58;82.92
574;Arabica;Uganda;7.75;7.58;7.58;7.50;7.50;10.00;7.50;10.00;10.00; 7.50;82.92
575;Arabica;Guatemala;7.75;7.50;7.42;7.58;7.50;10.00;7.67;10.00;10.00; 7.50;82.92
576;Arabica;Guatemala;7.67;7.83;7.42;7.50;7.50;10.00;7.33;10.00;10.00; 7.67;82.92
577;Arabica;Guatemala;7.58;7.58;7.25;7.58;7.58;10.00;7.58;10.00;10.00; 7.75;82.92
578;Arabica;Colombia;7.58;7.50;7.75;7.33;7.58;10.00;7.58;10.00;10.00; 7.58;82.92
579;Arabica;Colombia;7.75;7.50;7.25;7.50;7.50;10.00;7.75;10.00;10.00; 7.67;82.92
580;Arabica;Guatemala;7.83;7.75;7.25;7.92;7.17;10.00;7.50;10.00;10.00; 7.50;82.92
581;Arabica;Colombia;7.83;7.67;7.42;7.42;7.58;10.00;7.50;10.00;10.00; 7.50;82.92
582;Arabica;Mexico;7.58;7.58;7.33;7.25;7.75;10.00;7.58;10.00;10.00; 7.83;82.92
583;Arabica;Vietnam;7.67;7.33;7.17;7.58;7.42;10.00;8.08;10.00;10.00; 7.67;82.92
584;Arabica;Mexico;8.00;7.92;7.67;7.17;7.42;10.00;7.67; 9.33;10.00; 7.75;82.92
585;Arabica;United States (Hawaii);7.50;7.50;7.50;7.42;7.83;10.00;7.67;10.00;10.00; 7.50;82.92
586;Arabica;Colombia;7.50;7.75;7.33;7.75;7.83;10.00;7.08;10.00;10.00; 7.67;82.92
587;Arabica;Thailand;7.42;7.58;7.50;7.17;8.00;10.00;7.50;10.00;10.00; 7.75;82.92
588;Arabica;Kenya;7.75;7.58;7.42;7.58;7.50;10.00;7.50;10.00;10.00; 7.50;82.83
589;Arabica;Guatemala;7.50;7.58;7.33;7.67;7.58;10.00;7.58;10.00;10.00; 7.58;82.83
590;Arabica;Brazil;7.67;7.58;7.58;7.50;7.42;10.00;7.50;10.00;10.00; 7.58;82.83
591;Arabica;El Salvador;7.33;7.67;7.67;7.83;7.67;10.00;7.33;10.00;10.00; 7.33;82.83
592;Arabica;Rwanda;7.83;7.92;7.75;7.83;7.75; 9.33;7.75; 9.33; 9.33; 8.00;82.83
593;Arabica;Vietnam;7.25;7.58;7.50;7.42;7.42;10.00;7.75;10.00;10.00; 7.92;82.83
594;Arabica;Guatemala;7.58;7.58;7.33;7.67;7.50;10.00;7.67;10.00;10.00; 7.50;82.83
595;Arabica;Brazil;7.58;7.83;7.33;7.67;7.33;10.00;7.42;10.00;10.00; 7.67;82.83
596;Arabica;Colombia;7.83;7.67;7.50;7.58;7.67;10.00;7.50;10.00;10.00; 7.08;82.83
597;Arabica;United States;7.42;7.58;7.25;7.50;7.75;10.00;7.75;10.00;10.00; 7.58;82.83
598;Arabica;Guatemala;7.67;7.67;7.75;7.67;7.17;10.00;7.42;10.00;10.00; 7.50;82.83
599;Arabica;Colombia;7.50;7.42;7.58;7.50;7.58;10.00;7.58;10.00;10.00; 7.67;82.83
600;Arabica;Colombia;7.83;7.50;7.50;7.42;7.50;10.00;7.50;10.00;10.00; 7.58;82.83
601;Arabica;Tanzania, United Republic Of;7.67;7.50;7.33;7.25;7.75;10.00;7.58;10.00;10.00; 7.75;82.83
602;Arabica;Mexico;7.58;7.67;7.50;7.58;7.50;10.00;7.50;10.00;10.00; 7.50;82.83
603;Arabica;Mexico;7.67;7.58;7.42;7.75;7.42;10.00;7.42;10.00;10.00; 7.58;82.83
604;Arabica;Guatemala;7.67;7.67;7.33;7.50;7.92;10.00;7.33;10.00;10.00; 7.42;82.83
605;Arabica;Mexico;7.58;7.58;7.50;7.42;7.58;10.00;7.67;10.00;10.00; 7.50;82.83
606;Arabica;El Salvador;7.75;7.58;7.75;7.75;7.50;10.00;7.25;10.00;10.00; 7.25;82.83
607;Arabica;Guatemala;7.50;7.58;7.42;7.67;7.50;10.00;7.58;10.00;10.00; 7.50;82.75
608;Arabica;Guatemala;7.58;7.67;7.50;7.58;7.42;10.00;7.50;10.00;10.00; 7.50;82.75
609;Arabica;Guatemala;7.50;7.67;7.17;7.67;7.58;10.00;7.67;10.00;10.00; 7.50;82.75
610;Arabica;Guatemala;7.50;7.50;7.42;7.58;7.50;10.00;7.67;10.00;10.00; 7.58;82.75
611;Arabica;Guatemala;7.42;7.58;7.42;7.67;7.50;10.00;7.50;10.00;10.00; 7.67;82.75
612;Arabica;Indonesia;7.50;7.58;7.42;7.58;7.50;10.00;7.58;10.00;10.00; 7.58;82.75
613;Arabica;Guatemala;7.58;7.58;7.33;7.58;7.67;10.00;7.33;10.00;10.00; 7.67;82.75
614;Arabica;Taiwan;7.83;7.67;7.33;7.67;7.67;10.00;7.58; 9.33;10.00; 7.67;82.75
615;Arabica;El Salvador;7.67;7.67;7.17;7.33;7.67;10.00;7.58;10.00;10.00; 7.67;82.75
616;Arabica;Costa Rica;7.58;7.50;7.42;7.67;7.50;10.00;7.42;10.00;10.00; 7.67;82.75
617;Arabica;Honduras;7.58;7.50;7.42;7.58;7.50;10.00;7.50;10.00;10.00; 7.67;82.75
618;Arabica;Brazil;7.50;7.50;7.58;7.50;7.58;10.00;7.58;10.00;10.00; 7.50;82.75
619;Arabica;China;7.67;7.50;7.33;7.33;7.67;10.00;7.67;10.00;10.00; 7.58;82.75
620;Arabica;China;7.50;7.67;7.42;7.67;7.50;10.00;7.50;10.00;10.00; 7.50;82.75
621;Arabica;Colombia;7.50;7.58;7.58;7.75;7.50;10.00;7.33;10.00;10.00; 7.50;82.75
622;Arabica;Malawi;7.75;7.58;7.42;7.50;7.50;10.00;7.33;10.00;10.00; 7.67;82.75
623;Arabica;Guatemala;7.75;7.42;7.25;7.75;7.67;10.00;7.50;10.00;10.00; 7.42;82.75
624;Arabica;Colombia;7.67;7.42;7.42;7.58;7.67;10.00;7.33;10.00;10.00; 7.67;82.75
625;Arabica;United States (Hawaii);7.67;7.58;7.42;7.83;7.50;10.00;7.33;10.00;10.00; 7.42;82.75
626;Arabica;United States (Hawaii);7.58;7.83;7.75;7.75;8.00;10.00;7.42; 9.33; 9.33; 7.75;82.75
627;Arabica;Colombia;7.58;7.33;7.17;7.33;8.58;10.00;7.25;10.00;10.00; 7.50;82.75
628;Arabica;Mexico;7.58;7.58;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.58;82.75
629;Arabica;Mexico;7.58;7.58;7.33;7.75;7.58;10.00;7.25;10.00;10.00; 7.67;82.75
630;Arabica;Mexico;8.08;8.17;8.00;8.00;7.92;10.00;7.83; 6.67;10.00; 8.08;82.75
631;Arabica;Colombia;7.50;7.58;7.42;7.67;7.58;10.00;7.50;10.00;10.00; 7.50;82.75
632;Arabica;Colombia;7.67;7.58;7.58;7.58;7.42;10.00;7.50;10.00;10.00; 7.42;82.75
633;Arabica;United States (Hawaii);7.25;7.75;7.50;7.83;7.67;10.00;7.67; 9.33;10.00; 7.75;82.75
634;Arabica;Panama;7.42;7.42;7.50;7.58;7.75;10.00;7.50;10.00;10.00; 7.58;82.75
635;Arabica;United States (Hawaii);7.75;7.67;7.50;7.83;7.42;10.00;7.17;10.00;10.00; 7.42;82.75
636;Arabica;Brazil;7.50;7.58;7.25;7.75;7.50;10.00;7.58;10.00;10.00; 7.50;82.67
637;Arabica;Brazil;7.50;7.58;7.50;7.67;7.42;10.00;7.50;10.00;10.00; 7.50;82.67
638;Arabica;Laos;7.67;7.67;7.42;7.42;7.50;10.00;7.42;10.00;10.00; 7.58;82.67
639;Arabica;El Salvador;7.67;7.67;7.67;7.67;7.67; 9.33;7.50;10.00;10.00; 7.50;82.67
640;Arabica;Mexico;7.50;7.67;7.42;7.75;7.17;10.00;7.42;10.00;10.00; 7.75;82.67
641;Arabica;Colombia;7.75;7.50;7.33;7.58;7.75;10.00;7.33;10.00;10.00; 7.42;82.67
642;Arabica;Brazil;7.58;7.50;7.42;7.67;7.50;10.00;7.50;10.00;10.00; 7.50;82.67
643;Arabica;Brazil;7.33;7.50;7.58;7.58;7.50;10.00;7.67;10.00;10.00; 7.50;82.67
644;Arabica;Tanzania, United Republic Of;7.50;7.50;7.50;7.50;7.58;10.00;7.50;10.00;10.00; 7.58;82.67
645;Arabica;Tanzania, United Republic Of;7.58;7.50;7.50;7.58;7.58;10.00;7.33;10.00;10.00; 7.58;82.67
646;Arabica;Taiwan;8.00;7.83;7.83;7.42;7.25;10.00;7.25;10.00;10.00; 7.08;82.67
647;Arabica;Mexico;7.67;7.58;7.42;7.50;7.50;10.00;7.42;10.00;10.00; 7.58;82.67
648;Arabica;Uganda;7.67;7.50;7.33;7.67;7.50;10.00;7.50;10.00;10.00; 7.50;82.67
649;Arabica;Taiwan;7.67;7.50;7.50;7.50;7.50;10.00;7.50;10.00;10.00; 7.50;82.67
650;Arabica;Thailand;7.42;7.50;7.50;7.67;7.50;10.00;7.58;10.00;10.00; 7.50;82.67
651;Arabica;Colombia;7.75;7.58;7.67;7.25;7.42;10.00;7.58;10.00;10.00; 7.42;82.67
652;Arabica;El Salvador;7.92;8.00;7.50;6.75;7.58; 9.33;7.92;10.00;10.00; 7.67;82.67
653;Arabica;Guatemala;7.67;7.67;7.17;7.67;7.50;10.00;7.50;10.00;10.00; 7.50;82.67
654;Arabica;Thailand;7.83;7.33;7.83;7.33;7.83; 9.33;7.58;10.00;10.00; 7.58;82.67
655;Arabica;Mexico;7.58;7.58;7.42;7.58;7.50;10.00;7.42;10.00;10.00; 7.58;82.67
656;Arabica;Mexico;7.50;7.58;7.58;7.58;7.42;10.00;7.42;10.00;10.00; 7.58;82.67
657;Arabica;Colombia;7.33;7.58;7.42;7.42;7.67;10.00;7.67;10.00;10.00; 7.58;82.67
658;Arabica;United States (Hawaii);7.83;7.67;7.50;7.67;7.58; 9.33;7.50;10.00;10.00; 7.58;82.67
659;Arabica;Mexico;7.75;7.58;7.25;7.75;7.58;10.00;7.67;10.00;10.00; 7.08;82.67
660;Arabica;Colombia;8.08;7.67;7.67;7.33;7.17;10.00;7.33;10.00;10.00; 7.42;82.67
661;Arabica;Colombia;7.50;7.42;7.33;7.33;7.83;10.00;7.67;10.00;10.00; 7.58;82.67
662;Arabica;Guatemala;7.50;7.42;7.42;7.75;7.50;10.00;7.50;10.00;10.00; 7.50;82.58
663;Arabica;Taiwan;7.67;7.42;7.50;7.42;7.50;10.00;7.58;10.00;10.00; 7.50;82.58
664;Arabica;Brazil;7.50;7.58;7.42;7.50;7.33;10.00;7.75;10.00;10.00; 7.50;82.58
665;Arabica;Taiwan;7.25;7.25;7.00;7.08;7.00;10.00;7.00;10.00;10.00;10.00;82.58
666;Arabica;Brazil;7.42;7.42;7.50;7.33;7.67;10.00;7.25;10.00;10.00; 8.00;82.58
667;Arabica;Indonesia;7.83;7.58;7.42;7.33;7.50;10.00;7.42;10.00;10.00; 7.50;82.58
668;Arabica;Thailand;7.75;7.33;7.42;7.67;7.50;10.00;7.42;10.00;10.00; 7.50;82.58
669;Arabica;Thailand;7.42;7.58;7.58;7.42;7.50;10.00;7.58;10.00;10.00; 7.50;82.58
670;Arabica;Tanzania, United Republic Of;7.75;7.42;7.33;7.50;7.50;10.00;7.58;10.00;10.00; 7.50;82.58
671;Arabica;Uganda;7.83;7.50;7.42;7.58;7.42;10.00;7.42;10.00;10.00; 7.42;82.58
672;Arabica;Costa Rica;7.67;7.42;7.50;7.67;7.75;10.00;7.00;10.00;10.00; 7.58;82.58
673;Arabica;Mexico;7.58;7.58;7.42;7.75;7.67;10.00;7.67; 9.33;10.00; 7.58;82.58
674;Arabica;Guatemala;7.50;7.58;7.42;7.58;7.58;10.00;7.42;10.00;10.00; 7.50;82.58
675;Arabica;Colombia;7.75;7.25;7.33;7.42;7.83;10.00;7.50;10.00;10.00; 7.50;82.58
676;Arabica;Colombia;7.75;7.50;7.75;7.25;7.58;10.00;7.33;10.00;10.00; 7.42;82.58
677;Arabica;Colombia;7.58;7.50;7.42;7.58;7.42;10.00;7.67;10.00;10.00; 7.42;82.58
678;Arabica;Mexico;7.50;7.58;7.50;7.50;7.50;10.00;7.42;10.00;10.00; 7.58;82.58
679;Arabica;Mexico;7.67;7.58;7.58;7.75;6.83;10.00;7.67;10.00;10.00; 7.50;82.58
680;Arabica;Colombia;7.33;7.42;7.58;7.42;7.50;10.00;7.67;10.00;10.00; 7.67;82.58
681;Arabica;Brazil;7.58;7.50;7.33;7.75;7.50;10.00;7.50;10.00;10.00; 7.42;82.58
682;Arabica;Brazil;7.50;7.50;7.50;7.50;7.50;10.00;7.58;10.00;10.00; 7.42;82.50
683;Arabica;Indonesia;7.83;7.75;7.25;7.50;7.33;10.00;7.42;10.00;10.00; 7.42;82.50
684;Arabica;Honduras;7.58;7.58;7.33;7.50;7.50;10.00;7.50;10.00;10.00; 7.50;82.50
685;Arabica;Guatemala;7.50;7.50;7.33;7.50;7.50;10.00;7.67;10.00;10.00; 7.50;82.50
686;Arabica;Thailand;7.50;7.83;7.50;7.75;7.42;10.00;7.33; 9.33;10.00; 7.83;82.50
687;Arabica;Thailand;7.33;7.50;7.50;7.50;7.50;10.00;7.67;10.00;10.00; 7.50;82.50
688;Arabica;Tanzania, United Republic Of;7.67;7.42;7.33;7.58;7.50;10.00;7.50;10.00;10.00; 7.50;82.50
689;Arabica;Tanzania, United Republic Of;7.75;7.00;7.42;7.58;7.58;10.00;7.58;10.00;10.00; 7.58;82.50
690;Arabica;Mexico;7.42;7.58;7.50;7.67;7.50;10.00;7.25;10.00;10.00; 7.58;82.50
691;Arabica;Brazil;7.42;7.50;7.67;7.33;7.67;10.00;7.42;10.00;10.00; 7.50;82.50
692;Arabica;Guatemala;7.83;7.42;7.33;7.67;7.50;10.00;7.42;10.00;10.00; 7.33;82.50
693;Arabica;Colombia;7.50;7.50;7.42;7.42;7.58;10.00;7.58;10.00;10.00; 7.50;82.50
694;Arabica;Guatemala;7.83;7.67;7.17;7.33;7.67;10.00;7.50;10.00;10.00; 7.33;82.50
695;Arabica;Mexico;7.50;7.58;7.50;7.50;7.42;10.00;7.42;10.00;10.00; 7.58;82.50
696;Arabica;Mexico;7.67;7.50;7.33;7.67;7.33;10.00;7.50;10.00;10.00; 7.50;82.50
697;Arabica;Mexico;7.92;7.50;7.33;7.58;7.42;10.00;7.25;10.00;10.00; 7.50;82.50
698;Arabica;Guatemala;7.67;7.33;7.33;7.33;7.83;10.00;7.50;10.00;10.00; 7.50;82.50
699;Arabica;Brazil;7.67;7.42;7.33;7.67;7.50;10.00;7.50;10.00;10.00; 7.42;82.50
700;Arabica;Colombia;7.67;7.50;7.33;7.50;7.67;10.00;7.25;10.00;10.00; 7.58;82.50
701;Arabica;United States (Hawaii);7.33;7.42;7.33;7.75;7.67;10.00;7.42;10.00;10.00; 7.58;82.50
702;Arabica;Guatemala;7.75;7.58;7.67;7.67;7.58;10.00;7.58; 9.33;10.00; 7.33;82.50
703;Arabica;Honduras;7.42;7.67;7.17;7.58;7.50;10.00;7.58;10.00;10.00; 7.50;82.42
704;Arabica;Guatemala;7.58;7.50;7.33;7.75;7.50;10.00;7.33;10.00;10.00; 7.42;82.42
705;Arabica;Guatemala;7.67;7.58;7.25;7.67;7.33;10.00;7.42;10.00;10.00; 7.50;82.42
706;Arabica;Guatemala;7.58;7.50;7.25;7.67;7.50;10.00;7.50;10.00;10.00; 7.42;82.42
707;Arabica;Guatemala;7.50;7.42;7.08;7.75;7.50;10.00;7.67;10.00;10.00; 7.50;82.42
708;Arabica;Colombia;5.08;7.75;7.83;7.75;8.08;10.00;7.83;10.00;10.00; 8.08;82.42
709;Arabica;China;7.67;7.42;7.42;7.50;7.42;10.00;7.42;10.00;10.00; 7.58;82.42
710;Arabica;Brazil;7.42;7.50;7.33;7.50;7.42;10.00;7.25;10.00;10.00; 8.00;82.42
711;Arabica;Tanzania, United Republic Of;7.67;7.25;7.42;7.42;7.42;10.00;7.67;10.00;10.00; 7.58;82.42
712;Arabica;Brazil;7.17;7.83;7.33;7.50;7.42;10.00;7.75;10.00;10.00; 7.42;82.42
713;Arabica;Guatemala;7.50;7.50;7.50;7.67;7.50;10.00;7.42;10.00;10.00; 7.33;82.42
714;Arabica;Mexico;7.42;7.50;7.42;7.58;7.50;10.00;7.42;10.00;10.00; 7.58;82.42
715;Arabica;Brazil;7.58;7.67;7.33;7.50;7.42;10.00;7.50;10.00;10.00; 7.42;82.42
716;Arabica;Peru;7.58;7.58;7.58;7.75;7.58;10.00;7.50; 9.33;10.00; 7.50;82.42
717;Arabica;Brazil;7.25;7.33;7.25;7.50;7.50;10.00;7.42;10.00;10.00; 8.17;82.42
718;Arabica;Mexico;7.50;7.58;7.50;7.92;7.67;10.00;7.42; 9.33;10.00; 7.50;82.42
